Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
46626520,Support Worker Job Cardiff,"Support Worker Job Cardiff We are a leading provider of social care services. For over 16 years we have provided domiciliary care, support, encouragement, help and guidance for a wide range of people to maintain their independence and enhance their lives. We need people, like you, who like a challenge and have a real passion and commitment for helping others. Whether you will be new to care or already have a wealth of experience we would like to hear from you. Support Worker Job Duties will include providing personal care & domestic support to people within their own homes in line with designed care packages. We require people to join us in providing care and support to a wide range of people in Cardiff for the following areas: Llanrumney, Trowbridge, Rumney, Splott, Adamstown, Cathays, Gabablfa and Plasnewyedd It is advantageous if you have your own transport and you need to state this on your CV. We provide a comprehensive training program with a wealth of learning opportunities that will equip you with the skills and confidence to be the best you can. Benefits include: Free uniforms and protective equipment Mileage allowance covering your complete journey 5.6 weeks per annum (pro rata of the hours you work) of paid leave including bank holidays Access to invest in a stakeholder pension scheme Recommend a friend scheme Pay role monthly prize draw Access to the Employee’s Saving Club Full and parttime hours available, including evenings and weekends. Successful applicants will be required to provide an enhanced CRB. Expense will be met by applicant and employer. Q Care Limited are an equal opportunities employer applicaitons are welcome from all sectors of the community as we aim to recruit a diverse workforce that reflects the people we serve Support Worker Job Cardiff",Cardiff,Cardiff,full_time,,,Healthcare & Nursing Jobs,6.54 per hour,12556,careworx.co.uk
46626537,RGN Registered Nurse Job Southampton,"RGN Registered Nurse Job Southampton An excellent opportunity has presented itself for enthusiastic individuals to join an existing team as a Registered General Nurse ( RGN ) to cover days in a large residential nursing home for the elderly on the outskirts of Southampton . You will have excellent clinical skills and have an elderly care background The role's responsibilities include but are not limited to; communicating with the residents and their families to ensure all needs are being met, administering medicine, ensuring the health and wellbeing of the residents, and above all, making sure that they can enjoy a standard of living similar to their normal home lives. Candidates wishing to apply need to be Registered General Nurse with a current NMC number and will under go an enhanced CRB. Candidates will ideally have experience in an elderly nursing home environment, but for those new nurses looking to get into this type of role, training will be given. Communication and team working skills are essential as well as a flexible attitude to the hours you are available to work Progression opportunities are available for the right candidates. The hourly rate is between ****and **** dependant on experience. RGN Registered Nurse Job Southampton","Southampton, Hampshire",UK,full_time,,,Healthcare & Nursing Jobs,11.50 to 12.50 per hour,23040,careworx.co.uk
46626546,RGN Nurse Job Bury St Edmunds,"RGN Nurse Job Bury St Edmunds UK Healthcare Professionals are currently recruiting care home nurses for a midsized care home based in Bury St Edmunds . The RGN Nurse Job Role There are full and part time positions available within this home, the successful candidates will provide exemplary planned care to residents undertaking such duties as: • Assessing patient’s needs and providing personalised care in line with the company’s high standards. • Report to the home manager and assist in the evaluation of policies and procedures. • Assist with the management of the home when required • Efficiently carry out nursing duties whilst participating in personal development and training. The Company This client operates in excess of **** care centres nationally and employs over **** staff. This desirable position exists within a well presented and professional care home located in Suffolk. The RGN Nurse Candidate The successful candidates will be fully registered and qualified RGN’s, preferably with experience in caring for patients with dementia, applications are welcomed from newly qualified nurses. Additional Information This post is offering an excellent remuneration package to the right candidates. Post can vary in hours and enquiries are welcomed from interested parties regarding this. Candidates must hold a valid NMC pin number and be eligible to work in the UK","Bury St Edmunds, Suffolk",Bury St. Edmunds,full_time,,,Healthcare & Nursing Jobs,12.40 per hour,23808,careworx.co.uk
46626547,Scrub Nurse Job Braintree,"Scrub Nurse Job Braintree My client is a private hospital based in Braintree Essex and is a day case hospital. They work Monday to Saturday and your basic hourly week would be ****hrs. The hospital performs minor surgeries including Gynaecology, Urology, Ophthalmic, Orthopaedic, & General surgery. The salary range is between ****  ****k, dependent on experience.","Braintree , Essex",Braintree,full_time,,,Healthcare & Nursing Jobs,30000.00 per year,30000,careworx.co.uk
46626549,Healthcare Assistant Job Nottingham,Healthcare Assistant Job Nottingham My client is a global Healthcare group that operates within the Prison sector in the UK. They are currently looking for a very strong Healthcare Assistant with experience of primary care and a passion to work within a Prison environment. The ideal candidate will have very strong skills in primary care and experience of working nights. Also ideally have NVQ levels 2 & **** The position will be Monday – Sunday and you will work 1st Week **** long nights 2nd Week four long nights.,"Nottingham , Nottinghamshire",Nottingham,full_time,,,Healthcare & Nursing Jobs,18000.00 per year,18000,careworx.co.uk
46626555,Consultant Clinical Psychologist Job Norwich,"Consultant Clinical Psychologist Job Norwich Clinical Psychologists needed – all levels UK Healthcare Professionals are pleased to be recruiting on behalf of one of the UK’s leading healthcare providers in mental health care. Our client is looking for Consultant Clinical Psychologists to work within their low/medium secure unit for adults who have a personality disorder, learning disability or autistic spectrum disorder in Norwich . Attitude and motivation is every bit as important as skills and experience. We are also looking for newly qualified clinical psychologists and a Head of Department. The Consultant Clinical Psychologist Job role: •To be responsible for the delivery of psychological assessment and treatment to patients. To provide supervision and teaching opportunities within areas of competence and to undertake relevant clinical research. •Contribute to the assessment of newly admitted patients, the formulation of patient treatment needs and the provision of psychological treatment programmes. •Assist with the monitoring and review of the unit’s behavioural support programme and to ensure that staff have an adequate understanding of cognitive behavioural principles. •Provide timely reports for patient reviews. •Contribute to the development of inservice and other training programmes. •Supervise Assistant Psychologists (including staff assessment process) and any trainee Clinical Psychologist attached to the service. •Maintain any records necessary for the evaluation of service needs and efficiency. •Undertake research relevant to the assessment of patients needs and the development and evaluation of interventions. •Take personal responsibility for ensuring that appropriate security procedures are adhered to at all times and that risks are continuously assessed and managed. This includes the safe management of keys, locked areas, resources and for following procedures that are set out in the Unit Policy and Procedure Manuals. Professional: The post holder will: •Be competent in the performance of professional procedures and practices, bringing to the immediate attention of the Unit Manager any variations in these practices. •Work in such a way as to ensure a positive and cooperative relationship with the multidisciplinary team and visitors. •Develop professional skills and competencies which will enhance the quality of the service being delivered. •Have an understanding of the 1983 Mental Health Act and registration requirements for the unit. To work within the requirements of these. •Ensure that clinical practice complies with codes of practice and guidelines endorsed by professional bodies such as the BPS Division of Clinical Psychology, British Association for Behavioural Psychotherapy and the Mental Health Act Commission. Previous experience with this client group and/or challenging behaviour is essential. For more information please forward your CV.","Norwich, Norfolk",Norwich,full_time,,,Healthcare & Nursing Jobs,50000.00 per year,50000,careworx.co.uk
46626557,Operating Department Practitioner ODP Jobs Nottingham,"Operating Department Practitioner Jobs Nottingham My client is a private healthcare provider that works in conjunction with the NHS to provide excellent care and treatment to its patients. They specialise in providing high quality day case procedures, medical treatment, and outpatient consultations to patients in the UK. They are now looking to appoint Operating Department Practitioners to complement their existing team. The successful ODP s will act in support of the senior staff; ensuring high standards of effective care are delivered to all patients within the Day Case Theatre suite, whilst maintaining communication within the team. Applicants must have experience in theatre/anaesthetic practice and be prepared to take on greater responsibility within the theatre suite. In order to apply, you must have a flexible attitude to work and be able to work as part of a multidisciplinary team, covering a range of specialties including orthopaedics, gynaecology, vascular, oral and pain. Applications will be considered from candidates who are interested in either full or part time opportunities. This is an excellent opportunity to work with a very forwardthinking organisation who will, in return for your hard work, offer excellent salary, company pension scheme, performance related pay, among other benefits.","Nottingham, Nottinghamshire",Nottingham,full_time,,,Healthcare & Nursing Jobs,26000.00 per year,26000,careworx.co.uk
46626559,RGN Prison Nurse Job Staffordshire,"My client is one of the largest private healthcare providers in the UK prison industry. They are currently seeking to recruit RGN Prison Nurse ’s for one of their prisons in the Staffordshire area of the Midlands. This facility provides a secure and supportive environment for inmates, championing rehabilitation and working towards reducing reoffending. This is an extremely challenging and diverse position, which will involve working mainly on the prison wings, caring for the prisoners with other members of the Healthcare team. As well as medication rounds, there are also specialist clinics for chronic disease management, and the prison also has its own IDTS (Integrated Drug Treatment System) Unit, for prisoners with addictions. As a qualified Prison Nurse , you will be expected to use you initiative to the full by assessing all prisoners’ individual healthcare needs, whilst ensuring constant compliance with national best practice. This role will see you enjoy an extremely high level of variety in a busy and challenging environment. You, the successful RGN Prison Nurse candidate, will be a qualified Nurse ( RGN )  preferably with some previous experience in a primary care setting. If you have worked in custodial health before or have experience of A&E Nursing, you will be extremely well suited to this position. Some experience of dealing with patients with drug and alcohol issues would also be advantageous, but is by no means essential. You must possess the strong clinical skills and attitude required to deliver in this pressurised but rewarding working environment. UK Healthcare Professionals are specialists within healthcare, providing staff across many different sectors, including private hospitals, nursing homes, prisons and many more. If you require more information please click apply.",Staffordshire,Staffordshire,full_time,,,Healthcare & Nursing Jobs,27500.00 per year,27500,careworx.co.uk
46626565,Clinical Lead Job Driffield,"Clinical Lead Job Driffield We have had a Clinical Lead Job come available in Aike near Driffield in East Yorkshire Clinical Lead Job Purpose To lead in the delivery of enhanced care within primary care and ECF. Supervise all disciplines within the Health Care setting to ensure a holistic approach to patients care. ROLE OF DEPARTMENT To lead in the delivery of an effective prison based nursing service including managing complex packages of care and identifying and responding to identified health needs. The role includes the supervision, deployment and teaching of colleagues. QUALIFICATION, KNOWLEDGE, TRAINING AND EXPERIENCE First Level Nurse Registration. Demonstrates leadership skills. Multidisciplinary approach and team player. Good communication skills, both written and verbal. Adherence to all policies and procedures. Knowledge of government legislation and new initiatives. Computer skills. Good organisational/prioritisation skills. Ability to work under pressure. Evidence of ongoing professional development. Teaching skills. Knowledge of audit. Selfmotivated, proactive and innovative. Demonstrates flexible working. Ability to effectively manage challenging behaviour or conflict.","Driffield, East Riding Of Yorkshire",Driffield,full_time,,,Healthcare & Nursing Jobs,30000 per year,30000,careworx.co.uk
46626566,Clinical Research Nurse Job Nottingham,"Clinical Research Nurse Job Nottingham We are looking for a Clinical Research Nurse for a Job that has come up in Nottingham Summary of Clinical Research Nurse Job purpose • To ensure subject safety at all times • To ensure study data is collected to a high quality in accordance with ICH–GCP Qualifications & experience required for competent performance RGN or equivalent with at least 2 years post registration experience Preferably, experience of working within a critical care setting and/or clinical research environment Core Competencies – training will be provided • Thorough knowledge of ICHGCP, EU Directives and local regulatory requirements • Thorough knowledge of phase I activities • Immediate Life Support Trained • Ability to perform ****lead ECG • Skilled in Venepuncture and cannulation • Ability to take vital signs • Can provide Scintigraphic imaging support to the Clinical Scientists • Can provide support to the Clinical Scientists for tracking and activation of Enterion capsules • Enterion capsule retrieval • Ability to train and perform spirometry • Thorough understanding of the processing of all biological samples • Shipment of all biological samples • Study set up including study day paperwork • Study day dispensing and dosing requirements Additional competencies • An understanding of the clinical research environment • Advanced Life Support skills • Thorough understanding of Scintigraphic imaging requirements • Ability to set up cameras prior to imaging • Thorough understanding of how to track and activate a Enterion capsule • Requirements for shipment of PK samples • An understanding of screening activities and requirements Clinical Research Nurse Job Demands The job may involve the following: • Flexibility to switch between duties on the ward, screening and laboratory • Very high concentration of work • Strict and tight deadlines • Having to juggle a range of tasks/issues simultaneously • Working in a hazardous environment with high requirement to follow safety procedures • Working shifts to include unsociable hours, weekends and bank holidays This role includes the following benefits: private healthcare, life assurance, pension plan, 25 days annual leave plus bank holidays. Clinical Research Nurse salary range is ****  ****","Nottingham, Nottinghamshire",Nottingham,full_time,,,Healthcare & Nursing Jobs,30000 per year,30000,careworx.co.uk
46626571,RGN Registered Nurse Job Durham,"RGN Registered Nurse Job Durham My client is a Global client within custodial care. Their site in Consett , Durham is urgently looking for experienced RGN  nurses to work within a secure training centre based in Consett , Durham . The site caters for **** year old adolescent who are very vulnerable and need twentyfour/seven healthcare and teaching support. The ideal RGN Registered Nurse Job candidate will have very strong skills in working with adolescents and secure environments. This is a primary care position and clinical skills are highly advantageous along with an ability to interact with young people. The position will be Monday – Sunday and shifts will be varied across ****/**** the average working week will also be **** hours. Interviews will be held week commencing the 15th August and they will be on site.","Consett, County Durham",UK,full_time,,,Healthcare & Nursing Jobs,27000 per year,27000,careworx.co.uk
46626573,Prison Nurse Practitioner Jobs Nottinghamshire,"Prison Nurse Practitioner Jobs Nottinghamshire We are seeking an Advanced Nurse Practitioner for a Job we have in a Prison in Nottinghamshire Advanced Nurse Practitioner Job Summary The post holder is an experienced nurse who, acting within their professional boundaries, will provide care for the presenting patient at the Prison from initial history taking, clinical assessment, diagnosis, treatment and evaluation of care. The Nurse Practitioner will demonstrate safe, clinical decisionmaking and expert care, including assessment and diagnostic skills for patients within the prison. The post holder will demonstrate critical thinking in the clinical decisionmaking process. They will work collaboratively with the Healthcare team and make referrals to other members of the Healthcare team in order to meet the needs of patients, supporting the delivery of policy and procedures, and providing nurse leadership as required. As a Nurse Practitioner you shall make the care of people your first concern, treating all residents within the prison as individuals and respecting their dignity. Working with others to protect and promote the health and well being of those in your care, their families and carers, and the wider community within the centre. You will provide a high standard of practice at all times. Clinical practice As a Nurse Practitioner you will assess, diagnose, plan, implement and evaluate treatment and interventions and care for patients presenting with an undifferentiated diagnosis. You will competently clinically examine and assess patient needs from a physiological and psychological perspective, and plan clinical care accordingly. You will have the ability and confidence to assess, diagnosis, plan, implement and evaluate interventions/treatments for patients with complex needs and proactively identify, diagnose and manage treatment plans for patients at risk of developing a longterm condition (as appropriate). You will diagnose and manage both acute and chronic conditions, integrating both drug and nondrugbased treatment methods into a management plan. You will be competent in prescribing and reviewing medication for therapeutic effectiveness, appropriate to patient needs and in accordance with evidencebased practice and national and practice protocols, and within scope of practice. You will carry out initial Health Screen assessments at reception in a comprehensive and timely manner as per contract requirements.",Nottinghamshire,Nottinghamshire,full_time,,,Healthcare & Nursing Jobs,40000 per year,40000,careworx.co.uk
46626574,Care Assistants and Support Workers Job Glasgow,"Care Assistants and Support Workers Job Glasgow Care and Support Workers Job Glasgow Required Urgently H**** Healthcare are looking for Care Assistants and Support Workers for assignments throughout Glasgow and Strathclyde. You should have a minimum of 6 months registration experience and be enthusiastic and flexible in your approach to work. In return we offer excellent rates of pay, travel expenses and free professional development. Employment subject to satisfactory PVG membership. Care Assistants and Support Workers Job Glasgow",Glasgow,Glasgow,full_time,,,Healthcare & Nursing Jobs,13.50 per hour,25920,careworx.co.uk
46626754,Registered Nurse Jobs Edinburgh,"Registered Nurse Jobs Edinburgh required urgently H**** Healthcare have Registered Nurse assignments throughout Edinburgh and Lothian. You should have a minimum of **** year post registration experience and be enthusiastic and flexible in your approach to work. In return we offer excellent rates of pay, travel expenses and free professional development. Employment subject to satisfactory PVG membership and a valid NMC is essential. To apply and get an immediate interview, please click apply. Registered Nurse Jobs Edinburgh",Edinburgh,Edinburgh,full_time,,,Healthcare & Nursing Jobs,40.00 per hour,76800,careworx.co.uk
46626780,RMN Registered Mental Nurse Job Blyth,"RMN Registered Mental Nurse Job in Blyth, Northumberland Our client, a Residential Nursing Home in Northumberland, is urgently seeking a permanent Registered Mental Nurse Job and RMN Job seekers to work 34 days per week from 8am to 8pm, with occasional overtime shifts being offered. Applicants should be RMN qualified with current NMC registration. The successful applicant will be passionate about providing high quality care to older adults and ideally have experience within the private care sector and have a good working knowledge of CQC regulations and care standards. As a registered mental nurse you will be responsible for ensuring all residents needs are met at all times. You will also be responsible for writing and reviewing care plans, administering medication as well as completing other nursing duties. You must be a fully qualified RMN and it would be advantageous if you have experience with the client group before. We will consider applications from newly qualified nurses. Our client is seeking an early start for the successful candidate. RMN Registered Mental Nurse Job in Blyth , Northumberland","Blyth, Northumberland",Blyth,full_time,,,Healthcare & Nursing Jobs,12.50 per hour,24000,careworx.co.uk
46626799,Saturday only Night Nurse Job Winchester,Saturday only Night Nurse Job Winchester Cover Management are looking for an experienced RGN to work part time on nights for a large nursing home on the outskirts of Winchester. This lovely **** star home has a stable team but require a part time RGN for nights. The home is accessible by public transport and offers an attractive rate of **** per hour. This role is to cover fixed night (s) and you need to have a valid NMC number and be eligible to work in the UK. This is an excellent opportunity for a nurse to join a stable and developing team. All successful applicants will be required to undertake an enhanced CRB by the employer. If you are interested in this role or a nurse looking for a new role then please click apply. Saturday only Night Nurse Job Winchester,"Winchester, Hampshire",Winchester,part_time,,,Healthcare & Nursing Jobs,13.16 per hour,25267,careworx.co.uk
46626802,Nursing Home Staff Nurse Job Surrey,"Nursing Home Staff Nurse Job Surrey Our client is a 35 bedded home in Surrey offering a range of services to residents to create a sense of belonging. They are looking for general nurse that can demonstrate experience of working with EMI. This home is close to transport links and as a qualified nurse, you will be looking to deliver a high level of person centre care and have excellent clinical skills. To apply for this Nursing Home Staff Nurse Job you will need: Current NMC number Enhanced CRB Experience of working within an EMI setting Eligibility to live and work in the UK Nursing Home Staff Nurse Job Surrey",Surrey,Surrey,full_time,,,Healthcare & Nursing Jobs,12.00 per hour,23040,careworx.co.uk
46626826,Substance Misuse Nurse Kent,"Substance Misuse Nurse Kent My Client is a large Charity working heavily within substance misuse and custodial healthcare. They have won a contract to supply substance misuse nurses to a large prison in the Kent area. This Charity currently runs over **** prison contracts across the UK and is a market leader in substance misuse. The position comes with an excellent salary and benefits and the ideal person will have a background in substance misuse and be a registered nurse, the shifts are mostly daytime and you will be expected to work across 7 days. Suitable candidate will need a clear CRB and home office clearance and the eligibility to work in the UK.",Kent,Kent,full_time,,,Healthcare & Nursing Jobs,"30,000 to 31,000 per year",30500,careworx.co.uk
46626831,Registered Mental Health Nurse (RMN) Durham,"Registered Mental Health Nurse (RMN) Durham Good hourly rates of pay Direct Healthcare is seeking RMN Job and Registered Mental Health Nurse Job seekers to join our growing team of nurses in the Durham area, providing care in residential homes across the area. Applicants should be RMN qualified with current NMC registration. The successful applicants will be passionate about providing high quality care to older adults and ideally have experience within the private care sector and have a good working knowledge of CQC regulations and care standards. As a registered mental health nurse you will be responsible for ensuring all residents needs are met at all times. You will also be responsible for reviewing care plans, administering medication as well as completing other nursing duties. You must be a fully qualified RMN and it would be advantageous if you have experience with the client group before. We will consider applications from newly qualified nurses. A range of shifts may be available with a variety of clients. If you are looking for additional work to supplement your current position then now is the ideal time to join us. Registered Mental Health Nurse (RMN) Durham",Durham,Durham,part_time,,,Healthcare & Nursing Jobs,13.00 to 18.00 per hour,29760,careworx.co.uk
46626832,Registered Mental Health Nurse (RMN) Sunderland,"Registered Mental Health Nurse (RMN) Sunderland Good hourly rates of pay Direct Healthcare is seeking RGN Job and Registered General Nurse Job seekers to join our growing team of nurses in the Sunderland area, providing care in residential homes across the North East. Applicants should be RMN qualified with current NMC registration. The successful applicants will be passionate about providing high quality care to older adults and ideally have experience within the private care sector and have a good working knowledge of CQC regulations and care standards. As a registered mental health nurse you will be responsible for ensuring all residents needs are met at all times. You will also be responsible for reviewing care plans, administering medication as well as completing other nursing duties. You must be a fully qualified RMN and it would be advantageous if you have experience with the client group before. We will consider applications from newly qualified nurses. A range of shifts may be available with a variety of clients. If you are looking for additional work to supplement your current position then now is the ideal time to join us. Registered Mental Health Nurse (RMN) Sunderland",Sunderland,Sunderland,part_time,,,Healthcare & Nursing Jobs,13.00 to 18.00 per hour,29760,careworx.co.uk
46626833,Registered General Nurse (RGN) Sunderland,"Registered General Nurse (RGN) Sunderland Good hourly rates of pay Direct Healthcare is seeking RGN Job and Registered General Nurse Job seekers to join our growing team of nurses in the Sunderland area, providing care in residential homes across the North East. Applicants should be RGN qualified with current NMC registration. The successful applicants will be passionate about providing high quality care to older adults and ideally have experience within the private care sector and have a good working knowledge of CQC regulations and care standards. As a registered general nurse you will be responsible for ensuring all residents needs are met at all times. You will also be responsible for reviewing care plans, administering medication as well as completing other nursing duties. You must be a fully qualified RGN and it would be advantageous if you have experience with the client group before. We will consider applications from newly qualified nurses. A range of shifts may be available with a variety of clients. If you are looking for additional work to supplement your current position then now is the ideal time to join us. Registered General Nurse (RGN) Sunderland",Sunderland,Sunderland,part_time,,,Healthcare & Nursing Jobs,12.50 to 17.50 per hour,28800,careworx.co.uk
46626837,Senior Care Assistant Blyth,"Senior Care Assistant Blyth Direct Healthcare is urgently seeking experienced Senior Care Assistants to join our pool of staff providing cover for Residential Care Homes in the Blyth area. As a Senior Care Assistant duties include providing personal care, some moving and handling and assistance with medication, dressing, feeding etc. You will work as part of a team of care assistants and hours will be of an ad hoc nature, though we have lots of available hours. You may have the opportunity to work a range of shifts including days, evenings, weekends and nights (normally waking). To be successful in your application, you must have completed a minimum of 6 months experience within a formal care setting as a Senior Care Assistant and have completed basic mandatory training. You should also be able to account for your employment or study history over the past 3 years and provide references. Free ongoing career development and refresher training will be provided to successful applicants. Senior Care Assistant Blyth","Blyth, Northumberland",Blyth,,,,Healthcare & Nursing Jobs,7.50 to 8.00 per hour,14880,careworx.co.uk
46626838,Senior Care Assistant North Tyneside,"Senior Care Assistant North Tyneside Direct Healthcare is urgently seeking experienced Senior Care Assistant job seekers to join our pool of staff providing cover for Residential Care Homes in the North Tyneside area. As a Senior Care Assistant duties include providing personal care, some moving and handling and assistance with medication, dressing, feeding etc. You will work as part of a team of care assistants and hours will be of an ad hoc nature, though we have lots of available hours. You may have the opportunity to work a range of shifts including days, evenings, weekends and nights (normally waking). To be successful in your application, you must have completed a minimum of 6 months experience within a formal care setting as a Senior Care Assistant and have completed basic mandatory training. You should also be able to account for your employment or study history over the past 3 years and provide references. Free ongoing career development and refresher training will be provided to successful applicants. Senior Care Assistant North Tyneside","North Tyneside, Tyne & Wear",UK,,,,Healthcare & Nursing Jobs,7.00 to 8.50 per hour,14880,careworx.co.uk
46626844,RGN Registered Nurse Job Buckinghamshire,"RGN Registered Nurse Job Buckinghamshire We are looking for an experienced 'RGN' nurse with at least a year’s experience of working in a nursing home or with the EMI. You will be required to work across a full range of shifts and be flexible to cover; this is a full time permanent role. The successful candidate will provide planned care to residents and undertake a range of duties including: • Carrying out assessments and writing up care plans in line with the company policy and standards. • Efficiently carry out nursing duties whilst participating in personal development and training including medication rounds etc As a Candidate you will be a fully registered and qualified RGN, ideally the candidate will have experience within the sector however applications/enquiries are welcome from newly qualified staff Additional Information This post is offered full time at 38.5 hours per week, days and nights are required. This post is offering an excellent remuneration package to the right candidates. Enquiries are welcome on the hours for the post. Candidates must hold a valid NMC pin number and be eligible to work in the UK. RGN Registered Nurse Job Buckinghamshire",Buckinghamshire,Buckinghamshire,full_time,,,Healthcare & Nursing Jobs,11 to 12.5 per hour,22560,careworx.co.uk
46626845,Staff Nurse Job Pembrokeshire,"Staff Nurse Job Pembrokeshire Are you an experienced care home nurse looking for a change of direction or a nurse with experience of working with the elderly? Then we have a role that will be challenging and offers you the opportunity to work in a lovely setting in Pembrokeshire. The home is a large nursing home and offers a mix of EMI and dementia care the salary is negotiable depending up on experience are My client will be happy to accommodate a RMN or RGN nurse. You will have a current NMC pin number and have the right to work in he UK. You will be required to undertake an enhanced CRB . If you are a Registered Nurse and interested then please forward your CV, as our client is looking to interview as soon as possible. Staff Nurse Job Pembrokeshire","Pembrokeshire, Wales",Pembrokeshire,full_time,,,Healthcare & Nursing Jobs,11 to 12.50 per hour,22560,careworx.co.uk
46626848,RGN Registered Nurse Kent,"RGN Regitered Nurse Kent Our client is large nursing home based in Kent looking for a RGN looking for a new role; you will be an experienced nurse and willing to cover a range of shifts. The home is a mix of EMI and dementia residents. You will need to be a nurse comfortable taking charge of shifts and have excellent communication skills. To apply for this role you will need: Current NMC Enhanced CRB Ability to work in the UK The role offers an attractive salary of **** **** per hour, please forward your CV as soon as possible. RGN Regitered Nurse Kent","KENT, SOUTH",Kent,full_time,,,Healthcare & Nursing Jobs,11.50 per hour,22080,careworx.co.uk
46626850,RGN Job Southampton,RGN Job Southampton This medium bedded home is looking for RGN for either night or day shift. The client is looking for an experienced nurse ( RGN) who has previously worked within an elderely care setting. Key skills include: My client is seeking Registered Nurses (RGN) who can provide the best possible care to their residents. You will need Valid NMC pin Good Communication Skills Be friendly and approachable Flexible approach to working hours Good Decision Maker Our client is looking to interview as soon as possible and offers an attractive salary within an excelletn team environmnet. If you are a newly qualified nurse RGN with experience of nursing home environment then also please forward your CV. RGN Job Southampton,SOUTHAMPTON,Southampton,full_time,,,Healthcare & Nursing Jobs,12.50 per hour,24000,careworx.co.uk
46626856,RGN Staff Nurse Job Stockport,"RGN Staff Nurse Job Stockport My client is a large nursing home based in Greater Manchester area, offering high dependency care to residents. They are now looking for qualified RGN to work as part of their team. As an experienced RGN you will be expected to deliver a high level of holistic care, confident decision maker and have the ability to lead and develop a team. You will be a highly motivated RGN with a passion to improve the quality of life of your patients. In return the home offers an attractive rate of pay depending on each individuals experience and qualification. To apply for this role you will need: UK NMC number Ability to live and work in the UK Undergo and enhanced CRB To apply for this position please forward your CV RGN Staff Nurse Job Stockport","Stockport , Cheshire",UK,full_time,,,Healthcare & Nursing Jobs,11.50 to 12.50 per hour,23040,careworx.co.uk
46626857,Care Assistant Job Hampshire,"Care Assistant Job Hampshire We are looking for care assistants to cover a wide range of shifts ideally you will have worked within a care /residential setting and be passionate about providing a first class service. This is a varied role and you will be ensuring that residents receive the right level of care to meet their daytoday needs. With a wide range of experience of working in the care sector you must be able to work on your own initiative, prioritise your workload and have excellent organisational skills. Care Assistant Job Hampshire",HAMPSHIRE,Hampshire,full_time,,,Healthcare & Nursing Jobs,6.08 per hour,11673,careworx.co.uk
46626858,Nurse jobs Essex and South East,"Nurse jobs Essex and South East We are currently recruiting for a number of private nursing homes in the South East area. Ideally you will either be RGN or RMN qualified and have experience of working with elderly and/or dementia. Our client are offering a wide range of shifts however ideally you will need to be flexible to the requirements of each of the services. You will need a current NMC pin number, eligibility to work in the UK and all posts require an enhanced CRB. please feel free to forward your CV for an informal discussion. Nurse jobs Essex and South East",Essex,Essex,full_time,,,Healthcare & Nursing Jobs,12 to 13 per hour,24000,careworx.co.uk
46626860,Registered Home Manager Job Bournemouth,"Registered Home Manager Job Bournemouth We are currently looking for an experienced Home Manager either RGN or RMN qualified and holding a relevant management qualification. This home in Bournemouth is a lovely nursing home currently fully occupied and offering a mix of nursing and residential to its residents. You will need to be have been a registered manager previously and have experience of staff and budget management. Full occupancy is key and you will need to demonstrate previous experience of increasing the occupancy of your home through effective marketing strategies. If you are a qualified nursing manager looking for a change and can demonstrate the skills to inspire, lead and develop a strong nursing team then we wish to hear from you. The salary is negotiable depending upon experience. Registered Home Manager Job Bournemouth","Bournemouth , Dorset",Bournemouth,full_time,,,Healthcare & Nursing Jobs,"25,000 to 35,000 per year",30000,careworx.co.uk
46626884,Nursing Home Manager Job Manchester,"Nursing Home Manager Job Manchester We are currently looking for an experienced nursing Home Manager for a medium sized nursing home on the outskirts of Manchester with excellent access to the main motorways. The home requires an registered nurse either RGN or RMN to deliver a high level of quality care  whilst actively ensure the home has the highest possible levels of occupancy – utilising links with the local community, positively marketing the home and increasing public awareness of their services. You will previously have been a Registered Home Manager and you will be accountable for ensuring compliance for all regulatory requirements. You will manage the home and develop your team through effectively building your team. You will have experience of working in the health and you must have or be willing to work towards the Leadership and Management Award . Applicants must hold a current registration with the Nursing and Midwifery Council (NMC) and have a legal right to work in the UK. The client is offering a negotiable salary depending in experience. Nursing Home Manager Job Manchester",Manchester,Manchester,full_time,,,Healthcare & Nursing Jobs,"25,000 to 40,000 per year",32500,careworx.co.uk
46626893,Deputy Nursing Home Manager Job Southampton,Deputy Nursing Home Manager Job Southampton We are currently looking for a senior lead nurse to take on a Deputy Nursing Home Manager Job role for a nursing home in Southampton . You will be RGN qualified and have to undertake supernumerary to support the Home Manager. You will have experience of working as a RGN in a nursing home ideally in a supervisory role or having been responsible for shifts and management of nursing and care staff. If you are a qualified RGN looking for a change or a lead nurse looking to step into management and can demonstrate the skills then we wish to hear form you. This is a permanent role and offers a negotiable salary of depending on experience. Deputy Nursing Home Manager Job Southampton,"Southampton, Hampshire",UK,full_time,,,Healthcare & Nursing Jobs,13 to 13.50 per hour,25440,careworx.co.uk
